home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,city,neutral_location,shoot_out,home_team_result
Zambia,Mozambique,Africa,Africa,71,107,3,0,African Nations Championship,Ndola,FALSE,No,Win
Cameroon,Congo,Africa,Africa,48,49,0,0,African Nations Championship,Yaoundé,FALSE,No,Draw
Ghana,Côte d'Ivoire,Africa,Africa,25,21,2,1,African Nations Championship,Kumasi,FALSE,No,Win
Mali,Mauritania,Africa,Africa,62,89,2,1,African Nations Championship,Bamako,FALSE,No,Win
Zimbabwe,Lesotho,Africa,Africa,109,140,3,1,African Nations Championship,Bulawayo,FALSE,No,Win
Tunisia,Libya,Africa,Africa,36,105,1,0,African Nations Championship,Radès,FALSE,No,Win
Libya,Morocco,Africa,Africa,105,80,0,4,African Nations Championship,Radès,TRUE,No,Lose
Angola,South Africa,Africa,Africa,97,73,1,2,African Nations Championship,Luanda,FALSE,No,Lose
Gabon,Chad,Africa,Africa,65,175,0,1,African Nations Championship,Libreville,FALSE,No,Lose
Mauritania,Mali,Africa,Africa,89,62,1,1,African Nations Championship,Nouakchott,FALSE,No,Draw
Senegal,Guinea,Africa,Africa,38,55,3,1,African Nations Championship,Dakar,FALSE,No,Win
Burkina Faso,Nigeria,Africa,Africa,76,52,0,0,African Nations Championship,Ouagadougou,FALSE,No,Draw
Ethiopia,Burundi,Africa,Africa,108,113,3,0,African Nations Championship,Addis Ababa,FALSE,No,Win
Lesotho,Zimbabwe,Africa,Africa,140,109,1,1,African Nations Championship,Maseru,FALSE,No,Draw
Mozambique,Zambia,Africa,Africa,107,71,1,1,African Nations Championship,Maputo,FALSE,No,Draw
Sudan,Uganda,Africa,Africa,84,75,0,2,African Nations Championship,Khartoum,FALSE,No,Lose
Togo,Niger,Africa,Africa,79,120,1,1,African Nations Championship,Lomé,FALSE,No,Draw
Tunisia,Morocco,Africa,Africa,36,80,2,3,African Nations Championship,Radès,FALSE,No,Lose
Côte d'Ivoire,Ghana,Africa,Africa,21,25,1,0,African Nations Championship,Abidjan,FALSE,No,Win
Congo,Cameroon,Africa,Africa,49,48,0,1,African Nations Championship,Brazzaville,FALSE,No,Lose
Cambodia,Brunei Darussalam,Asia,Asia,186,187,6,1,Friendly,Phnom Penh,FALSE,No,Win
United Arab Emirates,Turkmenistan,Asia,Asia,67,121,5,1,Friendly,Abu Dhabi,FALSE,No,Win
Angola,Namibia,Africa,Africa,98,118,1,0,Friendly,Luanda,FALSE,No,Win
Congo DR,Zambia,Africa,Africa,55,71,3,0,Friendly,Luanda,TRUE,No,Win
Angola,Congo DR,Africa,Africa,98,55,1,0,Friendly,Luanda,FALSE,No,Win
Hong Kong,Myanmar,Asia,Asia,145,161,5,0,Friendly,Kowloon,FALSE,No,Win
Namibia,Zambia,Africa,Africa,118,71,0,0,Friendly,Luanda,TRUE,No,Draw
Vanuatu,Fiji,Oceania,Oceania,201,190,1,1,Friendly,Port Vila,FALSE,No,Draw
Palestine,Saudi Arabia,Asia,Asia,138,80,0,0,FIFA World Cup qualification,Amman,TRUE,No,Draw
Vanuatu,Fiji,Oceania,Oceania,201,190,2,1,Friendly,Port Vila,FALSE,No,Win
Estonia,Georgia,Europe,Europe,90,111,3,0,Friendly,Tallinn,FALSE,No,Win
Jordan,Malta,Asia,Europe,82,158,2,0,Friendly,Istanbul,TRUE,No,Win
Mozambique,Gabon,Africa,Africa,125,73,1,0,FIFA World Cup qualification,Maputo,FALSE,No,Win
Sudan,Zambia,Africa,Africa,128,71,0,1,FIFA World Cup qualification,Khartoum,FALSE,No,Lose
Afghanistan,Cambodia,Asia,Asia,156,183,3,0,FIFA World Cup qualification,Tehran,TRUE,No,Win
Andorra,St. Kitts and Nevis,Europe,North America,205,101,0,1,Friendly,Sant Julià de Lòria,FALSE,No,Lose
Australia,Kyrgyz Republic,Oceania,Asia,60,124,3,0,FIFA World Cup qualification,Canberra,FALSE,No,Win
Benin,Burkina Faso,Africa,Africa,103,93,2,1,FIFA World Cup qualification,Cotonou,FALSE,No,Win
Bolivia,Venezuela,South America,South America,77,83,4,2,FIFA World Cup qualification,La Paz,FALSE,No,Win
Burundi,Congo DR,Africa,Africa,107,55,2,3,FIFA World Cup qualification,Bujumbura,FALSE,No,Lose
Chile,Colombia,South America,South America,5,7,1,1,FIFA World Cup qualification,Santiago,FALSE,No,Draw
China PR,Bhutan,Asia,Asia,84,180,12,0,FIFA World Cup qualification,Changsha,FALSE,No,Win
Ecuador,Uruguay,South America,South America,21,12,2,1,FIFA World Cup qualification,Quito,FALSE,No,Win
India,Guam,Asia,Asia,172,155,1,0,FIFA World Cup qualification,Bangalore,FALSE,No,Win
IR Iran,Turkmenistan,Asia,Asia,43,121,3,1,FIFA World Cup qualification,Tehran,FALSE,No,Win
Korea Republic,Myanmar,Asia,Asia,48,161,4,0,FIFA World Cup qualification,Suwon,FALSE,No,Win
Lebanon,Laos,Asia,Asia,140,176,7,0,FIFA World Cup qualification,Sidon,FALSE,No,Win
North Macedonia,Montenegro,Europe,Europe,139,78,4,1,Friendly,Skopje,FALSE,No,Win
Maldives,Hong Kong,Africa,Asia,166,145,0,1,FIFA World Cup qualification,Malé,FALSE,No,Lose
Morocco,Equatorial Guinea,Africa,Africa,79,69,2,0,FIFA World Cup qualification,Agadir,FALSE,No,Win
Namibia,Guinea,Africa,Africa,118,53,0,1,FIFA World Cup qualification,Windhoek,FALSE,No,Lose
Norway,Hungary,Europe,Europe,46,33,0,1,UEFA Euro qualification,Oslo,FALSE,No,Lose
Oman,New Zealand,Asia,Oceania,92,159,0,1,Friendly,Seeb,FALSE,No,Lose
Palestine,Malaysia,Asia,Asia,138,171,6,0,FIFA World Cup qualification,Amman,TRUE,No,Win
Philippines,Yemen,Asia,Asia,137,179,0,1,FIFA World Cup qualification,Manila,FALSE,No,Lose
Singapore,Japan,Asia,Asia,152,50,0,3,FIFA World Cup qualification,Kallang,FALSE,No,Lose
Tajikistan,Bangladesh,Asia,Asia,160,180,5,0,FIFA World Cup qualification,Dushanbe,FALSE,No,Win
Thailand,Chinese Taipei,Asia,Asia,144,187,4,2,FIFA World Cup qualification,Bangkok,FALSE,No,Win
Togo,Uganda,Africa,Africa,88,68,0,1,FIFA World Cup qualification,Lomé,FALSE,No,Lose
United Arab Emirates,Timor-Leste,Asia,Asia,67,162,8,0,FIFA World Cup qualification,Abu Dhabi,FALSE,No,Win
Uzbekistan,Korea DPR,Asia,Asia,71,120,3,1,FIFA World Cup qualification,Tashkent,FALSE,No,Win
Angola,South Africa,Africa,Africa,98,75,1,3,FIFA World Cup qualification,Benguela,FALSE,No,Lose
Argentina,Brazil,South America,South America,3,8,1,1,FIFA World Cup qualification,Buenos Aires,FALSE,No,Draw
Belgium,Italy,Europe,Europe,1,13,3,1,Friendly,Brussels,FALSE,No,Win
Bosnia and Herzegovina,Republic of Ireland,Europe,Europe,20,42,1,1,UEFA Euro qualification,Zenica,FALSE,No,Draw
Comoros,Ghana,Africa,Africa,177,30,0,0,FIFA World Cup qualification,Mitsamiouli,FALSE,No,Draw
Costa Rica,Haiti,North America,North America,40,73,1,0,FIFA World Cup qualification,San José,FALSE,No,Win
Czech Republic,Serbia,Europe,Europe,17,49,4,1,Friendly,Ostrava,FALSE,No,Win
France,Germany,Europe,Europe,24,2,2,0,Friendly,Saint-Denis,FALSE,No,Win
Kenya,Cabo Verde,Africa,Africa,125,32,1,0,FIFA World Cup qualification,Nairobi,FALSE,No,Win
Liberia,Côte d'Ivoire,Africa,Africa,86,22,0,1,FIFA World Cup qualification,Monrovia,FALSE,No,Lose
Libya,Rwanda,Africa,Africa,113,96,1,0,FIFA World Cup qualification,Sfax,TRUE,No,Win
Luxembourg,Greece,Europe,Europe,146,37,1,0,Friendly,Luxembourg,FALSE,No,Win
Madagascar,Senegal,Africa,Africa,118,39,2,2,FIFA World Cup qualification,Antananarivo,FALSE,No,Draw
Mauritania,Tunisia,Africa,Africa,104,41,1,2,FIFA World Cup qualification,Nouakchott,FALSE,No,Lose
Niger,Cameroon,Africa,Africa,105,51,0,3,FIFA World Cup qualification,Niamey,FALSE,No,Lose
Northern Ireland,Latvia,Europe,Europe,29,99,1,0,Friendly,Belfast,FALSE,No,Win
Peru,Paraguay,South America,South America,57,47,1,0,FIFA World Cup qualification,Lima,FALSE,No,Win
Poland,Iceland,Europe,Europe,38,31,4,2,Friendly,Warsaw,FALSE,No,Win
Qatar,Turkey,Asia,Europe,85,18,1,2,Friendly,Doha,FALSE,No,Lose
Slovakia,Switzerland,Europe,Europe,27,11,3,2,Friendly,Trnava,FALSE,No,Win
Spain,England,Europe,Europe,6,9,2,0,Friendly,Alicante,FALSE,No,Win
Eswatini,Nigeria,Africa,Africa,130,59,0,0,FIFA World Cup qualification,Lobamba,FALSE,No,Draw
Wales,Netherlands,Europe,Europe,15,16,2,3,Friendly,Cardiff,FALSE,No,Lose
Botswana,Mali,Africa,Africa,105,63,2,1,FIFA World Cup qualification,Francistown,FALSE,No,Win
Chad,Egypt,Africa,Africa,136,57,1,0,FIFA World Cup qualification,N'Djamena,FALSE,No,Win
Ethiopia,Congo,Africa,Africa,114,52,3,4,FIFA World Cup qualification,Addis Ababa,FALSE,No,Lose
Gabon,Mozambique,Africa,Africa,73,125,1,0,FIFA World Cup qualification,Libreville,FALSE,No,Win
Hong Kong,Macau,Asia,Asia,145,195,2,0,Friendly,Siu Sai Wan,FALSE,No,Win
Russia,Portugal,Europe,Europe,23,4,1,0,Friendly,Krasnodar,FALSE,No,Win
Sweden,Denmark,Europe,Europe,45,35,2,1,UEFA Euro qualification,Solna,FALSE,No,Win
Tanzania,Algeria,Africa,Africa,135,26,2,2,FIFA World Cup qualification,Dar es Salaam,FALSE,No,Draw
Ukraine,Slovenia,Europe,Europe,28,64,2,0,UEFA Euro qualification,Lviv,FALSE,No,Win
Congo DR,Burundi,Africa,Africa,55,107,3,0,FIFA World Cup qualification,Kinshasa,FALSE,No,Win
Equatorial Guinea,Morocco,Africa,Africa,69,79,1,0,FIFA World Cup qualification,Bata,FALSE,No,Win
Guinea,Namibia,Africa,Africa,53,118,2,0,FIFA World Cup qualification,Casablanca,TRUE,No,Win
Hungary,Norway,Europe,Europe,33,46,2,1,UEFA Euro qualification,Budapest,FALSE,No,Win
Uganda,Togo,Africa,Africa,68,88,3,0,FIFA World Cup qualification,Kampala,FALSE,No,Win
Zambia,Sudan,Africa,Africa,71,128,2,0,FIFA World Cup qualification,Ndola,FALSE,No,Win
Albania,Georgia,Europe,Europe,36,111,2,2,Friendly,Tirana,FALSE,No,Draw
Republic of Ireland,Bosnia and Herzegovina,Europe,Europe,42,20,2,0,UEFA Euro qualification,Dublin,FALSE,No,Win
Algeria,Tanzania,Africa,Africa,26,135,7,0,FIFA World Cup qualification,Blida,FALSE,No,Win
Austria,Switzerland,Europe,Europe,10,11,1,2,Friendly,Vienna,FALSE,No,Lose
Azerbaijan,Moldova,Europe,Europe,115,154,2,1,Friendly,Baku,FALSE,No,Win
Bangladesh,Australia,Asia,Oceania,180,60,0,4,FIFA World Cup qualification,Dhaka,FALSE,No,Lose
Bhutan,Qatar,Asia,Asia,180,85,0,3,FIFA World Cup qualification,Thimphu,FALSE,No,Lose
Brazil,Peru,South America,South America,8,57,3,0,FIFA World Cup qualification,Salvador,FALSE,No,Win
Burkina Faso,Benin,Africa,Africa,93,103,2,0,FIFA World Cup qualification,Ouagadougou,FALSE,No,Win
Myanmar,Kuwait,Asia,Asia,161,133,3,0,FIFA World Cup qualification,Bangkok,TRUE,No,Win
Cambodia,Japan,Asia,Asia,183,50,0,2,FIFA World Cup qualification,Phnom Penh,FALSE,No,Lose
Cameroon,Niger,Africa,Africa,51,105,0,0,FIFA World Cup qualification,Yaoundé,FALSE,No,Draw
Cabo Verde,Kenya,Africa,Africa,32,125,2,0,FIFA World Cup qualification,Praia,FALSE,No,Win
Colombia,Argentina,South America,South America,7,3,0,1,FIFA World Cup qualification,Barranquilla,FALSE,No,Lose
Congo,Ethiopia,Africa,Africa,52,114,2,1,FIFA World Cup qualification,Brazzaville,FALSE,No,Win
Denmark,Sweden,Europe,Europe,35,45,2,2,UEFA Euro qualification,Copenhagen,FALSE,No,Draw
Timor-Leste,Saudi Arabia,Asia,Asia,162,80,0,10,FIFA World Cup qualification,Dili,FALSE,No,Lose
Egypt,Chad,Africa,Africa,57,136,4,0,FIFA World Cup qualification,Alexandria,FALSE,No,Win
England,France,Europe,Europe,9,24,2,0,Friendly,London,FALSE,No,Win
Estonia,St. Kitts and Nevis,Europe,North America,90,101,3,0,Friendly,Tallinn,FALSE,No,Win
Ghana,Comoros,Africa,Africa,30,177,2,0,FIFA World Cup qualification,Kumasi,FALSE,No,Win
Guam,IR Iran,Asia,Asia,155,43,0,6,FIFA World Cup qualification,Dededo,FALSE,No,Lose
Honduras,Mexico,North America,North America,95,24,0,2,FIFA World Cup qualification,San Pedro Sula,FALSE,No,Lose
Hong Kong,China PR,Asia,Asia,145,84,0,0,FIFA World Cup qualification,Kowloon,FALSE,No,Draw
Italy,Romania,Europe,Europe,13,14,2,2,Friendly,Bologna,FALSE,No,Draw
Côte d'Ivoire,Liberia,Africa,Africa,22,86,3,0,FIFA World Cup qualification,Abidjan,FALSE,No,Win
Korea DPR,Bahrain,Asia,Asia,120,115,2,0,FIFA World Cup qualification,Pyongyang,FALSE,No,Win
Kyrgyz Republic,Jordan,Asia,Asia,124,82,1,0,FIFA World Cup qualification,Bishkek,FALSE,No,Win
Laos,Korea Republic,Asia,Asia,176,48,0,5,FIFA World Cup qualification,Vientiane,FALSE,No,Lose
Luxembourg,Portugal,Europe,Europe,146,4,0,2,Friendly,Luxembourg,FALSE,No,Lose
North Macedonia,Lebanon,Europe,Asia,139,140,0,1,Friendly,Skopje,FALSE,No,Lose
Malaysia,United Arab Emirates,Asia,Asia,171,67,1,2,FIFA World Cup qualification,Shah Alam,FALSE,No,Lose
Mali,Botswana,Africa,Africa,63,105,2,0,FIFA World Cup qualification,Bamako,FALSE,No,Win
Nigeria,Eswatini,Africa,Africa,59,130,2,0,FIFA World Cup qualification,Port Harcourt,FALSE,No,Win
Paraguay,Bolivia,South America,South America,47,77,2,1,FIFA World Cup qualification,Asunción,FALSE,No,Win
Poland,Czech Republic,Europe,Europe,38,17,3,1,Friendly,Wrocław,FALSE,No,Win
Russia,Croatia,Europe,Europe,23,19,1,3,Friendly,Rostov-on-Don,FALSE,No,Lose
Rwanda,Libya,Africa,Africa,96,113,1,3,FIFA World Cup qualification,Kigali,FALSE,No,Lose
Senegal,Madagascar,Africa,Africa,39,118,3,0,FIFA World Cup qualification,Dakar,FALSE,No,Win
Singapore,Syria,Asia,Asia,152,132,1,2,FIFA World Cup qualification,Kallang,FALSE,No,Lose
Slovakia,Iceland,Europe,Europe,27,31,3,1,Friendly,Žilina,FALSE,No,Win
Slovenia,Ukraine,Europe,Europe,64,28,1,1,UEFA Euro qualification,Maribor,FALSE,No,Draw
South Africa,Angola,Africa,Africa,75,98,1,0,FIFA World Cup qualification,Durban,FALSE,No,Win
Tunisia,Mauritania,Africa,Africa,41,104,2,1,FIFA World Cup qualification,Radès,FALSE,No,Win
Turkey,Greece,Europe,Europe,18,37,0,0,Friendly,Istanbul,FALSE,No,Draw
Turkmenistan,Oman,Asia,Asia,121,92,2,1,FIFA World Cup qualification,Ashgabat,FALSE,No,Win
Uruguay,Chile,South America,South America,12,5,3,0,FIFA World Cup qualification,Montevideo,FALSE,No,Win
Venezuela,Ecuador,South America,South America,83,21,1,3,FIFA World Cup qualification,Ciudad Guayana,FALSE,No,Lose
Yemen,Uzbekistan,Asia,Asia,179,71,1,3,FIFA World Cup qualification,Doha,TRUE,No,Lose
Ethiopia,Rwanda,Africa,Africa,114,96,0,1,CECAFA Cup,Addis Ababa,FALSE,No,Lose
Kenya,Uganda,Africa,Africa,125,68,2,0,CECAFA Cup,Addis Ababa,TRUE,No,Win
Somalia,Tanzania,Africa,Africa,203,135,0,4,CECAFA Cup,Addis Ababa,TRUE,No,Lose
South Sudan,Djibouti,Africa,Africa,134,207,2,0,CECAFA Cup,Bahir Dar,TRUE,No,Win
Sudan,Malawi,Africa,Africa,128,97,1,2,CECAFA Cup,Bahir Dar,TRUE,No,Lose
Rwanda,Tanzania,Africa,Africa,96,135,1,2,CECAFA Cup,Hawassa,TRUE,No,Lose
Ethiopia,Somalia,Africa,Africa,114,203,2,0,CECAFA Cup,Hawassa,FALSE,No,Win
Kenya,Burundi,Africa,Africa,125,107,1,1,CECAFA Cup,Hawassa,TRUE,No,Draw
Malawi,Djibouti,Africa,Africa,97,207,3,0,CECAFA Cup,Bahir Dar,TRUE,No,Win
South Sudan,Sudan,Africa,Africa,134,128,0,0,CECAFA Cup,Bahir Dar,TRUE,No,Draw
Djibouti,Sudan,Africa,Africa,207,128,0,4,CECAFA Cup,Bahir Dar,TRUE,No,Lose
Rwanda,Somalia,Africa,Africa,96,203,3,0,CECAFA Cup,Hawassa,TRUE,No,Win
South Sudan,Malawi,Africa,Africa,134,97,2,0,CECAFA Cup,Bahir Dar,TRUE,No,Win
Ethiopia,Tanzania,Africa,Africa,114,135,1,1,CECAFA Cup,Hawassa,FALSE,No,Draw
Uganda,Burundi,Africa,Africa,68,107,1,0,CECAFA Cup,Hawassa,TRUE,No,Win
Ethiopia,Tanzania,Africa,Africa,114,135,1,1,CECAFA Cup,Addis Ababa,FALSE,No,Draw
Uganda,Malawi,Africa,Africa,68,97,2,0,CECAFA Cup,Addis Ababa,TRUE,No,Win
Rwanda,Kenya,Africa,Africa,96,125,0,0,CECAFA Cup,Addis Ababa,TRUE,No,Draw
South Sudan,Sudan,Africa,Africa,134,128,0,0,CECAFA Cup,Addis Ababa,TRUE,No,Draw
Ethiopia,Uganda,Africa,Africa,120,63,0,0,CECAFA Cup,Addis Ababa,FALSE,No,Draw
Rwanda,Sudan,Africa,Africa,101,134,1,1,CECAFA Cup,Addis Ababa,TRUE,No,Draw
Ethiopia,Sudan,Africa,Africa,120,134,1,1,CECAFA Cup,Addis Ababa,FALSE,No,Draw
Uganda,Rwanda,Africa,Africa,63,101,1,0,CECAFA Cup,Addis Ababa,TRUE,No,Win
Nicaragua,Cuba,North America,North America,92,91,5,0,Friendly,Managua,FALSE,No,Win
Nicaragua,Cuba,North America,North America,92,91,1,0,Friendly,Estelí,FALSE,No,Win
Honduras,Cuba,North America,North America,101,91,2,0,Friendly,Juticalpa,FALSE,No,Win
Bangladesh,Nepal,Asia,Asia,182,192,1,0,Friendly,Dhaka,FALSE,No,Win
Nepal,Sri Lanka,Asia,Asia,192,194,0,1,SAFF Cup,Thiruvananthapuram,TRUE,No,Lose
Afghanistan,Bangladesh,Asia,Asia,150,182,4,0,SAFF Cup,Thiruvananthapuram,TRUE,No,Win
Maldives,Bhutan,Africa,Asia,160,188,3,1,SAFF Cup,Thiruvananthapuram,TRUE,No,Win
India,Sri Lanka,Asia,Asia,166,194,2,0,SAFF Cup,Thiruvananthapuram,FALSE,No,Win
Bangladesh,Maldives,Asia,Africa,182,160,1,3,SAFF Cup,Thiruvananthapuram,TRUE,No,Lose
Bhutan,Afghanistan,Asia,Asia,188,150,0,3,SAFF Cup,Thiruvananthapuram,TRUE,No,Lose
India,Nepal,Asia,Asia,166,192,4,1,SAFF Cup,Thiruvananthapuram,FALSE,No,Win
Afghanistan,Maldives,Asia,Africa,150,160,4,1,SAFF Cup,Thiruvananthapuram,TRUE,No,Win
Bhutan,Bangladesh,Asia,Asia,188,182,0,3,SAFF Cup,Thiruvananthapuram,TRUE,No,Lose
Afghanistan,Sri Lanka,Asia,Asia,150,194,5,0,SAFF Cup,Thiruvananthapuram,TRUE,No,Win
India,Maldives,Asia,Africa,166,160,3,2,SAFF Cup,Thiruvananthapuram,FALSE,No,Win
India,Afghanistan,Asia,Asia,166,150,2,1,SAFF Cup,Thiruvananthapuram,FALSE,No,Win
Rwanda,Cameroon,Africa,Africa,101,59,1,1,Friendly,Gisenyi,FALSE,No,Draw
Sweden,Estonia,Europe,Europe,35,93,1,1,Friendly,Abu Dhabi,TRUE,No,Draw
Bangladesh,Sri Lanka,Asia,Asia,179,188,4,2,Friendly,Jessore,FALSE,No,Win
Trinidad and Tobago,Haiti,South America,North America,50,79,0,1,Copa América qualification,Panama City,TRUE,No,Lose
Panama,Cuba,North America,North America,65,136,4,0,Copa América qualification,Panama City,FALSE,No,Win
Rwanda,Congo DR,Africa,Africa,91,60,1,0,Friendly,Gisenyi,FALSE,No,Win
Sweden,Finland,Europe,Europe,34,44,3,0,Friendly,Abu Dhabi,TRUE,No,Win
Maldives,Cambodia,Africa,Asia,157,181,3,2,Friendly,Jessore,TRUE,No,Win
Finland,Iceland,Europe,Europe,44,36,0,1,Friendly,Abu Dhabi,TRUE,No,Lose
Nepal,Sri Lanka,Asia,Asia,196,188,1,0,Friendly,Dhaka,TRUE,No,Win
Uganda,Cameroon,Africa,Africa,62,57,0,0,Friendly,Njeru,FALSE,No,Draw
Bangladesh,Nepal,Asia,Asia,179,196,0,0,Friendly,Dhaka,FALSE,No,Draw
Gabon,Morocco,Africa,Africa,77,76,0,0,African Nations Championship,Kigali,TRUE,No,Draw
Rwanda,Côte d'Ivoire,Africa,Africa,91,19,1,0,African Nations Championship,Kigali,FALSE,No,Win
United Arab Emirates,Iceland,Asia,Europe,64,36,2,1,Friendly,Dubai,FALSE,No,Win
Angola,Cameroon,Africa,Africa,105,57,0,1,African Nations Championship,Butare,TRUE,No,Lose
Congo DR,Ethiopia,Africa,Africa,60,118,3,0,African Nations Championship,Butare,TRUE,No,Win
Nigeria,Niger,Africa,Africa,66,103,4,1,African Nations Championship,Kigali,TRUE,No,Win
Tunisia,Guinea,Africa,Africa,40,49,2,2,African Nations Championship,Kigali,TRUE,No,Draw
Maldives,Nepal,Africa,Asia,157,196,1,4,Friendly,Dhaka,TRUE,No,Lose
Mali,Uganda,Africa,Africa,63,62,2,2,African Nations Championship,Gisenyi,TRUE,No,Draw
Zimbabwe,Zambia,Africa,Africa,108,67,0,1,African Nations Championship,Gisenyi,TRUE,No,Lose
Morocco,Côte d'Ivoire,Africa,Africa,76,19,0,1,African Nations Championship,Kigali,TRUE,No,Lose
Rwanda,Gabon,Africa,Africa,91,77,2,1,African Nations Championship,Kigali,FALSE,No,Win
Cameroon,Ethiopia,Africa,Africa,57,118,0,0,African Nations Championship,Butare,TRUE,No,Draw
Congo DR,Angola,Africa,Africa,60,105,4,2,African Nations Championship,Butare,TRUE,No,Win
Niger,Guinea,Africa,Africa,103,49,2,2,African Nations Championship,Kigali,TRUE,No,Draw
Tunisia,Nigeria,Africa,Africa,40,66,1,1,African Nations Championship,Kigali,TRUE,No,Draw
Uganda,Zambia,Africa,Africa,62,67,0,1,African Nations Championship,Gisenyi,TRUE,No,Lose
Zimbabwe,Mali,Africa,Africa,108,63,0,1,African Nations Championship,Gisenyi,TRUE,No,Lose
Côte d'Ivoire,Gabon,Africa,Africa,19,77,4,1,African Nations Championship,Butare,TRUE,No,Win
Rwanda,Morocco,Africa,Africa,91,76,1,4,African Nations Championship,Kigali,FALSE,No,Lose
Cameroon,Congo DR,Africa,Africa,57,60,3,1,African Nations Championship,Butare,TRUE,No,Win
Ethiopia,Angola,Africa,Africa,118,105,1,2,African Nations Championship,Kigali,TRUE,No,Lose
Guinea,Nigeria,Africa,Africa,49,66,1,0,African Nations Championship,Gisenyi,TRUE,No,Win
Niger,Tunisia,Africa,Africa,103,40,0,5,African Nations Championship,Kigali,TRUE,No,Lose
Egypt,Jordan,Africa,Asia,58,86,0,1,Friendly,Aswan,FALSE,No,Lose
Uganda,Zimbabwe,Africa,Africa,62,108,1,1,African Nations Championship,Gisenyi,TRUE,No,Draw
Zambia,Mali,Africa,Africa,67,63,0,0,African Nations Championship,Kigali,TRUE,No,Draw
Egypt,Libya,Africa,Africa,58,81,2,0,Friendly,Aswan,FALSE,No,Win
Cameroon,Côte d'Ivoire,Africa,Africa,57,19,0,3,African Nations Championship,Butare,TRUE,No,Lose
Rwanda,Congo DR,Africa,Africa,91,60,1,2,African Nations Championship,Kigali,FALSE,No,Lose
Tunisia,Mali,Africa,Africa,40,63,1,2,African Nations Championship,Kigali,TRUE,No,Lose
USA,Iceland,North America,Europe,32,36,3,2,Friendly,Carson,FALSE,No,Win
Zambia,Guinea,Africa,Africa,67,49,0,0,African Nations Championship,Gisenyi,TRUE,No,Draw
Congo DR,Guinea,Africa,Africa,60,49,1,1,African Nations Championship,Kigali,TRUE,Yes,Win
Mali,Côte d'Ivoire,Africa,Africa,68,28,1,0,African Nations Championship,Kigali,TRUE,No,Win
Bahrain,Lebanon,Asia,Asia,130,140,2,0,Friendly,Riffa,FALSE,No,Win
Congo DR,Mali,Africa,Africa,57,68,3,0,African Nations Championship,Kigali,TRUE,No,Win
Guinea,Côte d'Ivoire,Africa,Africa,61,28,1,2,African Nations Championship,Kigali,TRUE,No,Lose
Uzbekistan,Lebanon,Asia,Asia,71,140,2,0,Friendly,Dubai,TRUE,No,Win
Guyana,Suriname,South America,South America,162,190,2,0,Friendly,Providence,FALSE,No,Win
Egypt,Burkina Faso,Africa,Africa,55,85,2,0,Friendly,Alexandria,FALSE,No,Win
Iraq,Syria,Asia,Asia,91,123,0,1,Friendly,Tehran,TRUE,No,Lose
United Arab Emirates,Bangladesh,Asia,Asia,64,177,6,1,Friendly,Abu Dhabi,FALSE,No,Win
Cuba,Bermuda,North America,North America,135,164,2,1,CFU Caribbean Cup qualification,Havana,FALSE,No,Win
Antigua and Barbuda,Aruba,North America,North America,90,113,2,1,CFU Caribbean Cup qualification,St. John's,FALSE,No,Win
Barbados,Curaçao,North America,North America,143,151,1,0,CFU Caribbean Cup qualification,Bridgetown,FALSE,No,Win
Chad,Tanzania,Africa,Africa,127,125,0,1,African Cup of Nations qualification,N'Djamena,FALSE,No,Lose
Croatia,Israel,Europe,Europe,18,67,2,0,Friendly,Osijek,FALSE,No,Win
Guinea-Bissau,Kenya,Africa,Africa,147,103,1,0,African Cup of Nations qualification,Bissau,FALSE,No,Win
Poland,Serbia,Europe,Europe,31,50,1,0,Friendly,Poznań,FALSE,No,Win
Romania,Lithuania,Europe,Europe,16,128,1,0,Friendly,Giurgiu,FALSE,No,Win
São Tomé and Príncipe,Libya,Africa,Africa,174,107,2,1,African Cup of Nations qualification,São Tomé,FALSE,No,Win
Slovenia,North Macedonia,Europe,Europe,54,138,1,0,Friendly,Koper,FALSE,No,Win
South Sudan,Benin,Africa,Africa,140,77,1,2,African Cup of Nations qualification,Juba,FALSE,No,Lose
Zambia,Congo,Africa,Africa,78,59,1,1,African Cup of Nations qualification,Ndola,FALSE,No,Draw
Australia,Tajikistan,Oceania,Asia,67,150,7,0,FIFA World Cup qualification,Adelaide,FALSE,No,Win
Bahrain,Yemen,Asia,Asia,132,175,3,0,FIFA World Cup qualification,Riffa,FALSE,No,Win
Bolivia,Colombia,South America,South America,72,8,2,3,FIFA World Cup qualification,La Paz,FALSE,No,Lose
Chile,Argentina,South America,South America,5,2,1,2,FIFA World Cup qualification,Santiago,FALSE,No,Lose
China PR,Maldives,Asia,Africa,96,158,4,0,FIFA World Cup qualification,Wuhan,FALSE,No,Win
Comoros,Botswana,Africa,Africa,173,92,1,0,African Cup of Nations qualification,Mitsamiouli,FALSE,No,Win
Czech Republic,Scotland,Europe,Europe,25,45,0,1,Friendly,Prague,FALSE,No,Lose
Denmark,Iceland,Europe,Europe,40,38,2,1,Friendly,Herning,FALSE,No,Win
Djibouti,Liberia,Africa,Africa,204,101,0,1,African Cup of Nations qualification,Djibouti,FALSE,No,Lose
Ecuador,Paraguay,South America,South America,13,43,2,2,FIFA World Cup qualification,Quito,FALSE,No,Draw
