home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,city,neutral_location,shoot_out,home_team_result
Ukraine,Kazakhstan,Europe,Europe,19,132,2,1,FIFA World Cup qualification,Kyiv,FALSE,No,Win
Venezuela,Uruguay,South America,South America,56,17,2,2,FIFA World Cup qualification,Puerto Ordaz,FALSE,No,Draw
Tonga,Cook Islands,Africa,Oceania,189,202,1,1,Friendly,Ha'ateiho,FALSE,No,Draw
Côte d'Ivoire,Cameroon,Africa,Africa,38,21,2,1,Friendly,Abidjan,FALSE,No,Win
Tonga,Cook Islands,Africa,Oceania,189,202,1,2,Friendly,Ha'ateiho,FALSE,No,Lose
New Zealand,Spain,Oceania,Europe,82,1,0,5,Confederations Cup,Rustenburg,TRUE,No,Lose
South Africa,Iraq,Africa,Asia,72,77,0,0,Confederations Cup,Johannesburg,FALSE,No,Draw
Brazil,Egypt,South America,Africa,5,40,4,3,Confederations Cup,Bloemfontein,TRUE,No,Win
USA,Italy,North America,Europe,14,4,1,3,Confederations Cup,Pretoria,TRUE,No,Lose
Australia,Japan,Oceania,Asia,29,31,2,1,FIFA World Cup qualification,Melbourne,FALSE,No,Win
Bahrain,Uzbekistan,Asia,Asia,70,78,1,0,FIFA World Cup qualification,Riffa,FALSE,No,Win
Korea Republic,IR Iran,Asia,Asia,46,52,1,1,FIFA World Cup qualification,Seoul,FALSE,No,Draw
Saudi Arabia,Korea DPR,Asia,Asia,56,106,0,0,FIFA World Cup qualification,Riyadh,FALSE,No,Draw
South Africa,New Zealand,Africa,Oceania,72,82,2,0,Confederations Cup,Rustenburg,FALSE,No,Win
Spain,Iraq,Europe,Asia,1,77,1,0,Confederations Cup,Bloemfontein,TRUE,No,Win
Egypt,Italy,Africa,Europe,40,4,1,0,Confederations Cup,Johannesburg,TRUE,No,Win
USA,Brazil,North America,South America,14,5,0,3,Confederations Cup,Pretoria,TRUE,No,Lose
Haiti,Panama,North America,North America,124,61,1,1,Friendly,Port-au-Prince,FALSE,No,Draw
Eswatini,Lesotho,Africa,Africa,137,164,1,1,Friendly,Manzini,FALSE,No,Draw
Burkina Faso,Côte d'Ivoire,Africa,Africa,50,38,2,3,FIFA World Cup qualification,Ouagadougou,FALSE,No,Lose
Iraq,New Zealand,Asia,Oceania,77,82,0,0,Confederations Cup,Johannesburg,TRUE,No,Draw
Kenya,Mozambique,Africa,Africa,102,87,2,1,FIFA World Cup qualification,Nairobi,FALSE,No,Win
Morocco,Togo,Africa,Africa,55,68,0,0,FIFA World Cup qualification,Rabat,FALSE,No,Draw
South Africa,Spain,Africa,Europe,72,1,0,2,Confederations Cup,Bloemfontein,FALSE,No,Lose
Sudan,Ghana,Africa,Africa,88,36,0,2,FIFA World Cup qualification,Omdurman,FALSE,No,Lose
Tunisia,Nigeria,Africa,Africa,51,30,0,0,FIFA World Cup qualification,Radès,FALSE,No,Draw
Zambia,Algeria,Africa,Africa,90,66,0,2,FIFA World Cup qualification,Chililabombwe,FALSE,No,Lose
Egypt,USA,Africa,North America,40,14,0,3,Confederations Cup,Rustenburg,TRUE,No,Lose
Italy,Brazil,Europe,South America,4,5,0,3,Confederations Cup,Pretoria,TRUE,No,Lose
Eswatini,Lesotho,Africa,Africa,137,164,1,1,Friendly,Lobamba,FALSE,No,Draw
Mexico,Venezuela,North America,South America,26,56,4,0,Friendly,Atlanta,TRUE,No,Win
Spain,USA,Europe,North America,1,14,0,2,Confederations Cup,Bloemfontein,TRUE,No,Lose
South Africa,Brazil,Africa,South America,72,5,0,1,Confederations Cup,Johannesburg,FALSE,No,Lose
Costa Rica,Venezuela,North America,South America,41,56,1,0,Friendly,San José,FALSE,No,Win
Haiti,Syria,North America,Asia,124,104,1,2,Friendly,Montréal,TRUE,No,Lose
Cayman Islands,Jamaica,North America,North America,169,76,1,4,Friendly,George Town,FALSE,No,Lose
Grenada,Antigua and Barbuda,North America,North America,102,114,2,2,Friendly,St. George's,FALSE,No,Draw
Mexico,Guatemala,North America,North America,26,112,0,0,Friendly,San Diego,TRUE,No,Draw
Panama,Honduras,North America,North America,61,35,0,2,Friendly,Cary,TRUE,No,Lose
South Africa,Spain,Africa,Europe,72,1,2,3,Confederations Cup,Rustenburg,FALSE,No,Lose
USA,Brazil,North America,South America,14,5,2,3,Confederations Cup,Johannesburg,TRUE,No,Lose
Guatemala,Canada,North America,North America,112,83,0,3,Friendly,Oxnard,TRUE,No,Lose
Canada,Jamaica,North America,North America,92,65,1,0,Gold Cup,Carson,TRUE,No,Win
Costa Rica,El Salvador,North America,North America,30,90,1,2,Gold Cup,Carson,TRUE,No,Lose
Honduras,Haiti,North America,North America,39,120,1,0,Gold Cup,Seattle,TRUE,No,Win
USA,Grenada,North America,North America,12,88,4,0,Gold Cup,Seattle,FALSE,No,Win
Botswana,IR Iran,Africa,Asia,134,58,1,1,Friendly,Gaborone,FALSE,No,Draw
Egypt,Rwanda,Africa,Africa,38,113,3,0,FIFA World Cup qualification,Cairo,FALSE,No,Win
Nicaragua,Mexico,North America,North America,135,33,0,2,Gold Cup,Oakland,TRUE,No,Lose
Malawi,Eswatini,Africa,Africa,110,142,3,1,Friendly,Blantyre,FALSE,No,Win
El Salvador,Canada,North America,North America,90,92,0,1,Gold Cup,Columbus,TRUE,No,Lose
Jamaica,Costa Rica,North America,North America,65,30,0,1,Gold Cup,Columbus,TRUE,No,Lose
Haiti,Grenada,North America,North America,120,88,2,0,Gold Cup,Washington,TRUE,No,Win
USA,Honduras,North America,North America,12,39,2,0,Gold Cup,Washington,FALSE,No,Win
Mexico,Panama,North America,North America,33,69,1,1,Gold Cup,Houston,TRUE,No,Draw
Costa Rica,Canada,North America,North America,30,92,2,2,Gold Cup,Miami,TRUE,No,Draw
El Salvador,Jamaica,North America,North America,90,65,0,1,Gold Cup,Miami,TRUE,No,Lose
Iraq,Palestine,Asia,Asia,94,175,3,0,Friendly,Erbil,FALSE,No,Win
Honduras,Grenada,North America,North America,39,88,4,0,Gold Cup,Foxborough,TRUE,No,Win
USA,Haiti,North America,North America,12,120,2,2,Gold Cup,Foxborough,FALSE,No,Draw
Panama,Nicaragua,North America,North America,69,135,4,0,Gold Cup,Glendale,TRUE,No,Win
St. Kitts and Nevis,Trinidad and Tobago,North America,South America,145,72,2,3,Friendly,Basseterre,FALSE,No,Lose
Iraq,Palestine,Asia,Asia,94,175,4,0,Friendly,Baghdad,FALSE,No,Win
Canada,Honduras,North America,North America,92,39,0,1,Gold Cup,Philadelphia,TRUE,No,Lose
China PR,Palestine,Asia,Asia,108,175,3,1,Friendly,Tianjin,FALSE,No,Win
USA,Panama,North America,North America,12,69,2,1,Gold Cup,Philadelphia,FALSE,No,Win
Mexico,Haiti,North America,North America,33,120,4,0,Gold Cup,Arlington,TRUE,No,Win
Costa Rica,Mexico,North America,North America,30,33,1,1,Gold Cup,Chicago,TRUE,Yes,Lose
USA,Honduras,North America,North America,12,39,2,0,Gold Cup,Chicago,FALSE,No,Win
China PR,Kyrgyz Republic,Asia,Asia,108,160,3,0,Friendly,Tianjin,FALSE,No,Win
USA,Mexico,North America,North America,12,33,0,5,Gold Cup,East Rutherford,FALSE,No,Lose
Colombia,El Salvador,South America,North America,45,81,2,1,Friendly,Houston,TRUE,No,Win
Benin,Gabon,Africa,Africa,83,31,1,1,Friendly,Dieppe,TRUE,No,Draw
Albania,Cyprus,Europe,Europe,94,73,6,1,Friendly,Tirana,FALSE,No,Win
Algeria,Uruguay,Africa,South America,47,21,1,0,Friendly,Algiers,FALSE,No,Win
Armenia,Moldova,Europe,Europe,123,87,1,4,Friendly,Yerevan,FALSE,No,Lose
Austria,Cameroon,Europe,Africa,68,29,0,2,Friendly,Klagenfurt,FALSE,No,Lose
Azerbaijan,Germany,Europe,Europe,137,4,0,2,FIFA World Cup qualification,Baku,FALSE,No,Lose
Belarus,Croatia,Europe,Europe,74,10,1,3,FIFA World Cup qualification,Minsk,FALSE,No,Lose
Bosnia and Herzegovina,IR Iran,Europe,Asia,44,61,2,3,Friendly,Sarajevo,FALSE,No,Lose
Bulgaria,Latvia,Europe,Europe,23,56,1,0,Friendly,Sofia,FALSE,No,Win
Colombia,Venezuela,South America,South America,45,54,1,2,Friendly,East Rutherford,TRUE,No,Lose
Congo DR,Senegal,Africa,Africa,96,84,1,2,Friendly,Blois,TRUE,No,Lose
Czech Republic,Belgium,Europe,Europe,22,62,3,1,Friendly,Teplice,FALSE,No,Win
Denmark,Chile,Europe,South America,15,26,1,2,Friendly,Brøndby,FALSE,No,Lose
Ecuador,Jamaica,South America,North America,36,69,0,0,Friendly,East Rutherford,TRUE,No,Draw
Egypt,Guinea,Africa,Africa,33,57,3,3,Friendly,Cairo,FALSE,No,Draw
Estonia,Brazil,Europe,South America,112,1,0,1,Friendly,Tallinn,FALSE,No,Lose
Faroe Islands,France,Europe,Europe,163,9,0,1,FIFA World Cup qualification,Tórshavn,FALSE,No,Lose
Ghana,Zambia,Africa,Africa,35,77,4,1,Friendly,London,TRUE,No,Win
Honduras,Costa Rica,North America,North America,46,38,4,0,FIFA World Cup qualification,San Pedro Sula,FALSE,No,Win
Hungary,Romania,Europe,Europe,43,27,0,1,Friendly,Budapest,FALSE,No,Lose
Iceland,Slovakia,Europe,Europe,92,42,1,1,Friendly,Reykjavík,FALSE,No,Draw
Republic of Ireland,Australia,Europe,Oceania,37,16,0,3,Friendly,Limerick,FALSE,No,Lose
Korea Republic,Paraguay,Asia,South America,48,20,1,0,Friendly,Seoul,FALSE,No,Win
Liechtenstein,Portugal,Europe,Europe,150,17,0,3,Friendly,Vaduz,FALSE,No,Lose
Luxembourg,Lithuania,Europe,Europe,119,59,0,1,Friendly,Luxembourg,FALSE,No,Lose
North Macedonia,Spain,Europe,Europe,53,2,2,3,Friendly,Skopje,FALSE,No,Lose
Malaysia,Kenya,Asia,Africa,152,105,0,0,Friendly,Kuala Lumpur,FALSE,No,Draw
Mali,Burkina Faso,Africa,Africa,58,51,3,0,Friendly,Le Petit-Quevilly,TRUE,No,Win
Malta,Georgia,Europe,Europe,146,103,2,0,Friendly,Attard,FALSE,No,Win
Mexico,USA,North America,North America,30,12,2,1,FIFA World Cup qualification,Mexico City,FALSE,No,Win
Montenegro,Wales,Europe,Europe,96,67,2,1,Friendly,Podgorica,FALSE,No,Win
Morocco,Congo,Africa,Africa,55,89,1,1,Friendly,Rabat,FALSE,No,Draw
Mozambique,Eswatini,Africa,Africa,82,153,1,0,Friendly,Maputo,FALSE,No,Win
Netherlands,England,Europe,Europe,3,7,2,2,Friendly,Amsterdam,FALSE,No,Draw
Northern Ireland,Israel,Europe,Europe,32,25,1,1,Friendly,Belfast,FALSE,No,Draw
Norway,Scotland,Europe,Europe,50,24,4,0,FIFA World Cup qualification,Oslo,FALSE,No,Win
Oman,Saudi Arabia,Asia,Asia,80,64,2,1,Friendly,Salalah,FALSE,No,Win
Poland,Greece,Europe,Europe,40,11,2,0,Friendly,Bydgoszcz,FALSE,No,Win
Russia,Argentina,Europe,South America,6,8,2,3,Friendly,Moscow,FALSE,No,Lose
Rwanda,Tanzania,Africa,Africa,117,93,1,2,Friendly,Kigali,FALSE,No,Lose
Singapore,China PR,Asia,Asia,127,108,1,1,Friendly,Singapore,FALSE,No,Draw
Slovenia,San Marino,Europe,Europe,60,203,5,0,FIFA World Cup qualification,Maribor,FALSE,No,Win
South Africa,Serbia,Africa,Europe,72,14,1,3,Friendly,Atteridgeville,FALSE,No,Lose
Sweden,Finland,Europe,Europe,41,52,1,0,Friendly,Solna,FALSE,No,Win
Switzerland,Italy,Europe,Europe,13,5,0,0,Friendly,Basel,FALSE,No,Draw
Togo,Angola,Africa,Africa,71,102,0,2,Friendly,Lisbon,TRUE,No,Lose
Trinidad and Tobago,El Salvador,South America,North America,70,81,1,0,FIFA World Cup qualification,Port of Spain,FALSE,No,Win
Tunisia,Côte d'Ivoire,Africa,Africa,49,18,0,0,Friendly,Sousse,FALSE,No,Draw
Ukraine,Turkey,Europe,Europe,19,28,0,3,Friendly,Kyiv,FALSE,No,Lose
Zimbabwe,Lesotho,Africa,Africa,120,164,1,1,Friendly,Bulawayo,FALSE,No,Draw
Malaysia,China PR,Asia,Asia,152,108,0,0,Friendly,Kuala Lumpur,FALSE,No,Draw
St. Kitts and Nevis,Jamaica,North America,North America,149,69,0,1,Friendly,Basseterre,FALSE,No,Lose
India,Lebanon,Asia,Asia,156,148,0,1,Nehru Cup,New Delhi,FALSE,No,Lose
Syria,Kyrgyz Republic,Asia,Asia,95,160,2,0,Nehru Cup,New Delhi,TRUE,No,Win
Sri Lanka,Lebanon,Asia,Asia,156,148,4,3,Nehru Cup,New Delhi,TRUE,No,Win
India,Kyrgyz Republic,Asia,Asia,156,160,2,1,Nehru Cup,New Delhi,FALSE,No,Win
Korea DPR,Guam,Asia,Asia,86,187,9,2,EAFF Championship,Kaohsiung,TRUE,No,Win
Syria,Sri Lanka,Asia,Asia,95,156,4,0,Nehru Cup,New Delhi,TRUE,No,Win
Hong Kong,Korea DPR,Asia,Asia,134,86,0,0,EAFF Championship,Kaohsiung,TRUE,No,Draw
Kyrgyz Republic,Lebanon,Asia,Asia,160,148,1,1,Nehru Cup,New Delhi,TRUE,No,Draw
Bahrain,Kenya,Asia,Africa,65,105,2,1,Friendly,Riffa,FALSE,No,Win
India,Sri Lanka,Asia,Asia,156,156,3,1,Nehru Cup,New Delhi,FALSE,No,Win
Hong Kong,Guam,Asia,Asia,134,187,12,0,EAFF Championship,Kaohsiung,TRUE,No,Win
Syria,Lebanon,Asia,Asia,95,148,1,0,Nehru Cup,New Delhi,TRUE,No,Win
Sri Lanka,Kyrgyz Republic,Asia,Asia,156,160,1,4,Nehru Cup,New Delhi,TRUE,No,Lose
India,Syria,Asia,Asia,156,95,0,1,Nehru Cup,New Delhi,FALSE,No,Lose
Saudi Arabia,Malaysia,Asia,Asia,64,152,2,1,Friendly,Riyadh,FALSE,No,Win
Bahrain,IR Iran,Asia,Asia,65,61,4,2,Friendly,Riffa,FALSE,No,Win
India,Syria,Asia,Asia,156,95,1,1,Nehru Cup,New Delhi,FALSE,No,Draw
Malta,Cabo Verde,Europe,Africa,140,112,0,2,Friendly,Attard,FALSE,No,Lose
Angola,Senegal,Africa,Africa,92,80,1,1,Friendly,Lisbon,TRUE,No,Draw
Argentina,Brazil,South America,South America,8,1,1,3,FIFA World Cup qualification,Rosario,FALSE,No,Lose
Armenia,Bosnia and Herzegovina,Europe,Europe,125,46,0,2,FIFA World Cup qualification,Yerevan,FALSE,No,Lose
Austria,Faroe Islands,Europe,Europe,70,163,3,1,FIFA World Cup qualification,Graz,FALSE,No,Win
Azerbaijan,Finland,Europe,Europe,139,61,1,2,FIFA World Cup qualification,Lənkəran,FALSE,No,Lose
Bahrain,Saudi Arabia,Asia,Asia,64,65,0,0,FIFA World Cup qualification,Riffa,FALSE,No,Draw
Bulgaria,Montenegro,Europe,Europe,19,89,4,1,FIFA World Cup qualification,Sofia,FALSE,No,Win
Chile,Venezuela,South America,South America,21,51,2,2,FIFA World Cup qualification,Santiago,FALSE,No,Draw
Colombia,Ecuador,South America,South America,48,36,2,0,FIFA World Cup qualification,Medellín,FALSE,No,Win
Costa Rica,Mexico,North America,North America,39,24,0,3,FIFA World Cup qualification,San José,FALSE,No,Lose
Croatia,Belarus,Europe,Europe,9,77,1,0,FIFA World Cup qualification,Zagreb,FALSE,No,Win
Cyprus,Republic of Ireland,Europe,Europe,76,38,1,2,FIFA World Cup qualification,Nicosia,FALSE,No,Lose
Denmark,Portugal,Europe,Europe,16,17,1,1,FIFA World Cup qualification,Copenhagen,FALSE,No,Draw
England,Slovenia,Europe,Europe,7,54,2,1,Friendly,London,FALSE,No,Win
France,Romania,Europe,Europe,10,26,1,1,FIFA World Cup qualification,Saint-Denis,FALSE,No,Draw
Gabon,Cameroon,Africa,Africa,35,29,0,2,FIFA World Cup qualification,Libreville,FALSE,No,Lose
Georgia,Italy,Europe,Europe,112,4,0,2,FIFA World Cup qualification,Tbilisi,FALSE,No,Lose
Germany,South Africa,Europe,Africa,4,73,2,0,Friendly,Leverkusen,FALSE,No,Win
Honduras,Trinidad and Tobago,North America,South America,42,63,4,1,FIFA World Cup qualification,San Pedro Sula,FALSE,No,Win
Hungary,Sweden,Europe,Europe,47,41,1,2,FIFA World Cup qualification,Budapest,FALSE,No,Lose
Iceland,Norway,Europe,Europe,96,43,1,1,FIFA World Cup qualification,Reykjavík,FALSE,No,Draw
Israel,Latvia,Europe,Europe,22,58,0,1,FIFA World Cup qualification,Ramat-Gan,FALSE,No,Lose
Côte d'Ivoire,Burkina Faso,Africa,Africa,20,52,5,0,FIFA World Cup qualification,Abidjan,FALSE,No,Win
Jordan,Malaysia,Asia,Asia,129,152,0,0,Friendly,Amman,FALSE,No,Draw
Korea Republic,Australia,Asia,Oceania,49,14,3,1,Friendly,Seoul,FALSE,No,Win
Malawi,Guinea,Africa,Africa,105,55,2,1,FIFA World Cup qualification,Blantyre,FALSE,No,Win
Moldova,Luxembourg,Europe,Europe,88,116,0,0,FIFA World Cup qualification,Chișinău,FALSE,No,Draw
Namibia,Eswatini,Africa,Africa,101,156,1,1,Friendly,Windhoek,FALSE,No,Draw
Netherlands,Japan,Europe,Asia,3,40,3,0,Friendly,Enschede,FALSE,No,Win
Paraguay,Bolivia,South America,South America,23,59,1,0,FIFA World Cup qualification,Asunción,FALSE,No,Win
Peru,Uruguay,South America,South America,91,28,1,0,FIFA World Cup qualification,Lima,FALSE,No,Win
Poland,Northern Ireland,Europe,Europe,36,31,1,1,FIFA World Cup qualification,Chorzów,FALSE,No,Draw
Russia,Liechtenstein,Europe,Europe,6,151,3,0,FIFA World Cup qualification,Saint Petersburg,FALSE,No,Win
Rwanda,Egypt,Africa,Africa,117,32,0,1,FIFA World Cup qualification,Kigali,FALSE,No,Lose
Scotland,North Macedonia,Europe,Europe,30,56,2,0,FIFA World Cup qualification,Glasgow,FALSE,No,Win
Slovakia,Czech Republic,Europe,Europe,45,18,2,2,FIFA World Cup qualification,Bratislava,FALSE,No,Draw
Spain,Belgium,Europe,Europe,2,68,5,0,FIFA World Cup qualification,La Coruña,FALSE,No,Win
St. Vincent and the Grenadines,St. Kitts and Nevis,North America,North America,148,152,0,3,Friendly,Kingstown,FALSE,No,Lose
Switzerland,Greece,Europe,Europe,15,12,2,0,FIFA World Cup qualification,Basel,FALSE,No,Win
Turkey,Estonia,Europe,Europe,27,114,4,2,FIFA World Cup qualification,Kayseri,FALSE,No,Win
Ukraine,Andorra,Europe,Europe,25,195,5,0,FIFA World Cup qualification,Kyiv,FALSE,No,Win
USA,El Salvador,North America,North America,11,85,2,1,FIFA World Cup qualification,Sandy City,FALSE,No,Win
Uzbekistan,IR Iran,Asia,Asia,85,60,0,0,Friendly,Tashkent,FALSE,No,Draw
Algeria,Zambia,Africa,Africa,44,81,1,0,FIFA World Cup qualification,Blida,FALSE,No,Win
Benin,Mali,Africa,Africa,78,53,1,1,FIFA World Cup qualification,Cotonou,FALSE,No,Draw
Ghana,Sudan,Africa,Africa,32,96,2,0,FIFA World Cup qualification,Accra,FALSE,No,Win
Mozambique,Kenya,Africa,Africa,84,104,1,0,FIFA World Cup qualification,Maputo,FALSE,No,Win
Nigeria,Tunisia,Africa,Africa,34,50,2,2,FIFA World Cup qualification,Abuja,FALSE,No,Draw
Togo,Morocco,Africa,Africa,71,57,1,1,FIFA World Cup qualification,Lomé,FALSE,No,Draw
Republic of Ireland,South Africa,Europe,Africa,38,73,1,0,Friendly,Limerick,FALSE,No,Win
Albania,Denmark,Europe,Europe,93,16,1,1,FIFA World Cup qualification,Tirana,FALSE,No,Draw
Andorra,Kazakhstan,Europe,Europe,195,136,1,3,FIFA World Cup qualification,Sant Julià de Lòria,FALSE,No,Lose
Angola,Cabo Verde,Africa,Africa,92,112,1,1,Friendly,Lisbon,TRUE,No,Draw
Armenia,Belgium,Europe,Europe,125,68,2,1,FIFA World Cup qualification,Yerevan,FALSE,No,Win
Belarus,Ukraine,Europe,Europe,77,25,0,0,FIFA World Cup qualification,Minsk,FALSE,No,Draw
Bolivia,Ecuador,South America,South America,59,36,1,3,FIFA World Cup qualification,La Paz,FALSE,No,Lose
Bosnia and Herzegovina,Turkey,Europe,Europe,46,27,1,1,FIFA World Cup qualification,Zenica,FALSE,No,Draw
Cameroon,Gabon,Africa,Africa,29,35,2,1,FIFA World Cup qualification,Yaoundé,FALSE,No,Win
Czech Republic,San Marino,Europe,Europe,18,203,7,0,FIFA World Cup qualification,Uherské Hradiště,FALSE,No,Win
El Salvador,Costa Rica,North America,North America,85,39,1,0,FIFA World Cup qualification,San Salvador,FALSE,No,Win
England,Croatia,Europe,Europe,7,9,5,1,FIFA World Cup qualification,London,FALSE,No,Win
Faroe Islands,Lithuania,Europe,Europe,163,62,2,1,FIFA World Cup qualification,Toftir,FALSE,No,Win
Germany,Azerbaijan,Europe,Europe,4,139,4,0,FIFA World Cup qualification,Hanover,FALSE,No,Win
Hungary,Portugal,Europe,Europe,47,17,0,1,FIFA World Cup qualification,Budapest,FALSE,No,Lose
Iceland,Georgia,Europe,Europe,96,112,3,1,Friendly,Reykjavík,FALSE,No,Win
Israel,Luxembourg,Europe,Europe,22,116,7,0,FIFA World Cup qualification,Ramat-Gan,FALSE,No,Win
Italy,Bulgaria,Europe,Europe,4,19,2,0,FIFA World Cup qualification,Turin,FALSE,No,Win
Japan,Ghana,Asia,Africa,40,32,4,3,Friendly,Utrecht,TRUE,No,Win
Jordan,New Zealand,Asia,Oceania,129,100,1,3,Friendly,Amman,FALSE,No,Lose
Latvia,Switzerland,Europe,Europe,58,15,2,2,FIFA World Cup qualification,Riga,FALSE,No,Draw
Liechtenstein,Finland,Europe,Europe,151,61,1,1,FIFA World Cup qualification,Vaduz,FALSE,No,Draw
Malta,Sweden,Europe,Europe,140,41,0,1,FIFA World Cup qualification,Attard,FALSE,No,Lose
Mexico,Honduras,North America,North America,24,42,1,0,FIFA World Cup qualification,Mexico City,FALSE,No,Win
Moldova,Greece,Europe,Europe,88,12,1,1,FIFA World Cup qualification,Chișinău,FALSE,No,Draw
Montenegro,Cyprus,Europe,Europe,89,76,1,1,FIFA World Cup qualification,Podgorica,FALSE,No,Draw
Northern Ireland,Slovakia,Europe,Europe,31,45,0,2,FIFA World Cup qualification,Belfast,FALSE,No,Lose
Norway,North Macedonia,Europe,Europe,43,56,2,1,FIFA World Cup qualification,Oslo,FALSE,No,Win
Qatar,Oman,Asia,Asia,83,74,1,1,Friendly,Doha,FALSE,No,Draw
Romania,Austria,Europe,Europe,26,70,1,1,FIFA World Cup qualification,Bucharest,FALSE,No,Draw
Saudi Arabia,Bahrain,Asia,Asia,65,64,2,2,FIFA World Cup qualification,Riyadh,FALSE,No,Draw
Scotland,Netherlands,Europe,Europe,30,3,0,1,FIFA World Cup qualification,Glasgow,FALSE,No,Lose
Serbia,France,Europe,Europe,13,10,1,1,FIFA World Cup qualification,Belgrade,FALSE,No,Draw
Slovenia,Poland,Europe,Europe,54,36,3,0,FIFA World Cup qualification,Maribor,FALSE,No,Win
Spain,Estonia,Europe,Europe,2,114,3,0,FIFA World Cup qualification,Mérida,FALSE,No,Win
Trinidad and Tobago,USA,South America,North America,63,11,0,1,FIFA World Cup qualification,Port of Spain,FALSE,No,Lose
Wales,Russia,Europe,Europe,67,6,1,3,FIFA World Cup qualification,Cardiff,FALSE,No,Lose
Uruguay,Colombia,South America,South America,28,48,3,1,FIFA World Cup qualification,Montevideo,FALSE,No,Win
Paraguay,Argentina,South America,South America,23,8,1,0,FIFA World Cup qualification,Asunción,FALSE,No,Win
Brazil,Chile,South America,South America,1,21,4,2,FIFA World Cup qualification,Salvador,FALSE,No,Win
Venezuela,Peru,South America,South America,51,91,3,1,FIFA World Cup qualification,Puerto la Cruz,FALSE,No,Win
Malaysia,Lesotho,Asia,Africa,152,160,5,0,Friendly,Kuala Lumpur,FALSE,No,Win
South Africa,Madagascar,Africa,Africa,73,131,1,0,Friendly,Kimberley,FALSE,No,Win
St. Kitts and Nevis,St. Vincent and the Grenadines,North America,North America,152,148,1,1,Friendly,Basseterre,FALSE,No,Draw
Argentina,Ghana,South America,Africa,8,32,2,0,Friendly,Córdoba,FALSE,No,Win
China PR,Botswana,Asia,Africa,107,132,4,1,Friendly,Hohhot,FALSE,No,Win
Mexico,Colombia,North America,South America,24,48,1,2,Friendly,Dallas,TRUE,No,Lose
Egypt,Mauritius,Africa,Africa,32,182,4,0,Friendly,Cairo,FALSE,No,Win
Kuwait,Libya,Asia,Africa,110,82,1,1,Friendly,Cairo,TRUE,No,Draw
Croatia,Qatar,Europe,Asia,9,83,3,2,Friendly,Rijeka,FALSE,No,Win
Japan,Hong Kong,Asia,Asia,40,128,6,0,AFC Asian Cup qualification,Shizuoka,FALSE,No,Win
Argentina,Peru,South America,South America,8,91,2,1,FIFA World Cup qualification,Buenos Aires,FALSE,No,Win
Armenia,Spain,Europe,Europe,125,2,1,2,FIFA World Cup qualification,Yerevan,FALSE,No,Lose
Australia,Netherlands,Oceania,Europe,14,3,0,0,Friendly,Sydney,FALSE,No,Draw
Austria,Lithuania,Europe,Europe,70,62,2,1,FIFA World Cup qualification,Innsbruck,FALSE,No,Win
Bahrain,New Zealand,Asia,Oceania,64,100,0,0,FIFA World Cup qualification,Riffa,FALSE,No,Draw
Belarus,Kazakhstan,Europe,Europe,77,136,4,0,FIFA World Cup qualification,Brest,FALSE,No,Win
Belgium,Turkey,Europe,Europe,68,27,2,0,FIFA World Cup qualification,Brussels,FALSE,No,Win
Cameroon,Togo,Africa,Africa,29,71,3,0,FIFA World Cup qualification,Yaoundé,FALSE,No,Win
Colombia,Chile,South America,South America,48,21,2,4,FIFA World Cup qualification,Medellín,FALSE,No,Lose
Costa Rica,Trinidad and Tobago,North America,South America,39,63,4,0,FIFA World Cup qualification,San José,FALSE,No,Win
Cyprus,Bulgaria,Europe,Europe,76,19,4,1,FIFA World Cup qualification,Larnaca,FALSE,No,Win
